total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
7738,81165,7646,564,211,843,372,84,26,5708,621,1806,2427,63,7396,36,081,027900,36081027900,0.07376406,-0.091594951,1325,0.2321303433777155,0.7441285537700866,0.008518118
1620,70465,1620,164,69,98,47,8,0,1130,317,247,564,30,1571,36,081,028000,36081028000,0.10123456790123457,-0.064124443,153,0.13539823008849558,0.4379432624113475,0.019096117122851686
6083,71832,6083,721,520,1219,713,36,106,4664,1067,1376,2443,0,5734,36,081,028100,36081028100,0.11852704257767549,-0.046831968,2074,0.4446826758147513,0.5632419156774457,0
2221,66071,2221,165,92,120,96,0,0,1234,349,259,608,0,1932,36,081,028200,36081028200,0.07429086,-0.091068151,216,0.17504051863857376,0.42598684210526316,0
7576,76747,7576,979,736,1290,1090,107,76,6046,1014,2280,3294,62,7244,36,081,028300,36081028300,0.12922386483632523,-0.036135146,2563,0.4239166391002316,0.692167577,0.008558807
4242,103664,4165,130,76,273,276,34,0,2971,755,465,1220,0,4021,36,081,028400,36081028400,0.031212484993997598,-0.134146526,583,0.1962302255132952,0.38114754098360654,0
5172,101250,5172,433,607,978,765,90,310,3988,1137,1071,2208,151,4941,36,081,028500,36081028500,0.083720031,-0.08163898,2143,0.5373620862587764,0.485054348,0.030560615260068813
6915,74543,6915,1572,652,1228,664,287,125,5291,1015,2029,3044,0,6625,36,081,028700,36081028700,0.22733188720173536,0.061972876,2304,0.4354564354564355,0.6665571616294349,0
2655,94821,2655,104,72,164,138,33,0,1748,444,351,795,0,2490,36,081,028801,36081028801,0.039171374764595104,-0.126187636,335,0.19164759725400457,0.44150943396226416,0
2336,84835,2336,338,66,275,81,26,56,1657,479,182,661,0,2132,36,081,028802,36081028802,0.1446917808219178,-0.02066723,438,0.26433313216656606,0.2753403933434191,0
5104,75547,5104,507,333,659,958,134,212,3788,530,1454,1984,0,4328,36,081,028900,36081028900,0.099333856,-0.066025155,1963,0.5182154171066525,0.7328629032258065,0
6124,63740,5870,782,524,1335,353,117,37,4660,861,1557,2418,6,6049,36,081,029100,36081029100,0.13321976149914821,-0.03213925,1842,0.39527896995708156,0.6439205955334988,0.000991899
1218,70452,1218,50,40,153,35,8,21,857,112,269,381,0,1035,36,081,029300,36081029300,0.041050903119868636,-0.124308108,217,0.2532088681446908,0.7060367454068242,0
7951,100044,7854,609,222,333,309,16,45,5051,1211,1215,2426,0,7212,36,081,029400,36081029400,0.077540107,-0.087818904,703,0.13918036032468817,0.5008244023083265,0
4064,84972,4055,315,601,772,348,23,42,3102,1174,701,1875,56,3691,36,081,029500,36081029500,0.077681874,-0.087677137,1185,0.3820116054158607,0.3738666666666667,0.015172040097534544
2343,98125,2330,194,48,293,136,21,17,1617,324,407,731,0,2196,36,081,029700,36081029700,0.083261803,-0.082097208,467,0.2888064316635745,0.5567715458276333,0
4980,93537,4805,419,105,516,274,44,0,3292,948,457,1405,19,4586,36,081,030600,36081030600,0.087200832,-0.078158179,834,0.2533414337788578,0.32526690391459073,0.004143044
5132,80385,5112,240,298,716,258,74,19,3798,992,688,1680,25,4890,36,081,030903,36081030903,0.046948356807511735,-0.118410654,1067,0.2809373354397051,0.4095238095238095,0.005112474
2762,55406,2762,346,62,366,137,52,11,2154,416,615,1031,10,2580,36,081,030904,36081030904,0.12527154236060825,-0.040087469,566,0.2627669452181987,0.5965082444228904,0.003875969
2951,93125,2923,333,41,249,105,31,23,1980,344,671,1015,20,2783,36,081,030905,36081030905,0.11392405063291139,-0.05143496,408,0.20606060606060606,0.6610837438423646,0.007186489
3582,79075,3528,451,142,515,222,67,0,2941,338,863,1201,0,3457,36,081,030906,36081030906,0.1278344671201814,-0.037524544,804,0.2733764025841551,0.7185678601165695,0
5414,71822,5359,619,276,1148,408,127,20,3987,1208,988,2196,0,5099,36,081,031700,36081031700,0.11550662437021833,-0.049852387,1703,0.4271381991472285,0.44990892531876137,0
5504,93692,5027,1297,27,425,367,33,22,3828,722,572,1294,4,5072,36,081,032000,36081032000,0.258006763,0.092647752,847,0.22126436781609196,0.4420401854714065,0.000788644
3321,60398,3321,408,55,407,108,30,0,2203,345,534,879,44,3149,36,081,032700,36081032700,0.12285456187895212,-0.042504449,545,0.24738992283250114,0.6075085324232082,0.013972689742775483
3031,92500,2996,201,16,422,95,8,0,1919,572,282,854,2,2848,36,081,032800,36081032800,0.067089453,-0.098269558,525,0.27357998957790514,0.33021077283372363,0.000702247
3369,55529,3269,462,86,312,73,23,17,2406,638,364,1002,10,3147,36,081,032900,36081032900,0.14132762312633834,-0.024031388,425,0.17664172901080633,0.36327345309381237,0.003177629
7098,96357,7091,651,149,587,256,37,52,4540,1500,612,2112,0,6662,36,081,033000,36081033000,0.091806515,-0.073552496,932,0.2052863436123348,0.2897727272727273,0
4319,67331,4319,700,60,392,224,0,0,2750,718,653,1371,15,4080,36,081,033401,36081033401,0.1620745542949757,-0.003284457,616,0.224,0.4762946754194019,0.003676471
4346,51520,4345,643,150,417,198,8,96,3426,249,2005,2254,0,4139,36,081,033403,36081033403,0.14798619102416571,-0.01737282,719,0.20986573263280794,0.8895297249334516,0
5836,34237,5836,948,97,1250,220,31,0,4162,244,2521,2765,36,5646,36,081,033404,36081033404,0.16244002741603839,-0.002918984,1501,0.3606439211917347,0.911754069,0.006376196
3376,77161,3260,134,32,870,180,72,0,2569,771,872,1643,0,3209,36,081,033405,36081033405,0.041104294478527606,-0.124254717,1122,0.4367458154924095,0.5307364576993305,0
2447,98832,2439,259,221,321,59,0,33,1832,500,287,787,0,2345,36,081,033700,36081033700,0.10619106191061911,-0.059167949,413,0.22543668122270744,0.3646759847522236,0
2760,61627,2760,833,189,320,258,27,0,2004,830,291,1121,0,2647,36,081,033900,36081033900,0.30181159420289855,0.13645258320233303,605,0.3018962075848303,0.25958965209634255,0
3360,71464,3214,639,74,339,84,23,44,2353,373,529,902,0,3309,36,081,034700,36081034700,0.19881767268201617,0.033458662,490,0.208244794,0.5864745011086474,0
3650,73536,3650,563,335,630,241,49,19,2796,964,385,1349,0,3542,36,081,035100,36081035100,0.15424657534246575,-0.011112436,939,0.33583690987124465,0.2853965900667161,0
2898,105750,2891,304,60,223,72,7,0,2032,689,186,875,0,2712,36,081,035200,36081035200,0.10515392597717053,-0.060205085,302,0.1486220472440945,0.21257142857142858,0
2156,101607,2156,245,46,128,168,0,14,1578,368,334,702,0,2103,36,081,035300,36081035300,0.11363636363636363,-0.051722647,310,0.1964512040557668,0.4757834757834758,0
4121,84242,3676,461,70,394,173,0,21,3211,559,391,950,26,3979,36,081,035700,36081035700,0.12540805223068552,-0.039950959,588,0.18312052320149486,0.41157894736842104,0.006534305
4199,89570,4194,252,107,467,283,42,51,2856,738,561,1299,0,4056,36,081,035800,36081035800,0.060085836909871244,-0.105273174,843,0.29516806722689076,0.43187066974595845,0
2201,71433,2197,118,38,342,25,13,9,1674,303,376,679,0,2058,36,081,036100,36081036100,0.053709604,-0.111649407,389,0.23237753882915174,0.5537555228276878,0
2081,74148,2064,246,40,131,44,12,0,1591,225,386,611,43,2006,36,081,036300,36081036300,0.11918604651162791,-0.046172964,187,0.11753614079195475,0.6317512274959084,0.021435693
2696,67625,2696,471,99,133,18,0,0,1758,360,397,757,23,2577,36,081,036500,36081036500,0.17470326409495548,0.009344253,151,0.08589306,0.524438573,0.008925107
2939,76181,2929,204,109,189,172,41,43,2211,646,375,1021,0,2805,36,081,036600,36081036600,0.069648344,-0.095710667,445,0.20126639529624604,0.3672869735553379,0
2213,54750,2194,385,66,256,55,0,12,1617,266,406,672,13,2083,36,081,036700,36081036700,0.17547857793983593,0.010119566939270408,323,0.1997526283240569,0.6041666666666666,0.006240999
2562,85455,2562,181,47,198,108,83,9,1880,515,253,768,0,2431,36,081,036800,36081036800,0.070647931,-0.09471108,398,0.21170212765957447,0.3294270833333333,0
1403,69424,1403,138,26,106,183,13,0,941,367,136,503,12,1339,36,081,037100,36081037100,0.098360656,-0.066998355,302,0.32093517534537724,0.27037773359840955,0.008961912
2543,78413,2421,319,20,171,45,8,0,1466,208,345,553,46,2246,36,081,037300,36081037300,0.13176373399421726,-0.033595277,224,0.15279672578444747,0.6238698010849909,0.020480854853072127
1408,56458,1408,437,0,111,0,0,0,806,50,269,319,20,1322,36,081,037501,36081037501,0.3103693181818182,0.14501030718125266,111,0.13771712158808933,0.8432601880877743,0.015128593040847202
2724,68725,2724,354,89,202,68,8,0,1712,168,510,678,31,2486,36,081,037502,36081037502,0.1299559471365639,-0.035403064,278,0.16238317757009346,0.7522123893805309,0.012469831
6274,112708,6274,469,213,851,375,35,0,4164,1368,459,1827,0,5852,36,081,037600,36081037600,0.074752949,-0.090606062,1261,0.3028338136407301,0.2512315270935961,0
4173,88286,4129,443,47,147,37,11,0,2419,155,654,809,10,3789,36,081,037700,36081037700,0.10728990070234924,-0.05806911,195,0.080611823,0.8084054388133498,0.002639219
7170,77904,7118,1443,42,279,84,59,47,4580,309,1233,1542,66,6529,36,081,037900,36081037900,0.20272548468670976,0.037366473686144236,469,0.10240174672489083,0.7996108949416343,0.010108745596569152
7121,75521,6992,1025,183,438,70,61,0,4777,647,1109,1756,2,6772,36,081,038100,36081038100,0.14659610983981694,-0.018762901,569,0.11911241364873351,0.6315489749430524,0.000295334
2539,97946,2497,233,87,329,89,42,24,1909,614,158,772,0,2442,36,081,038400,36081038400,0.093311974,-0.072047037,484,0.2535358826610791,0.20466321243523317,0
3328,99950,3327,690,24,265,203,14,3,2340,535,388,923,0,3147,36,081,039400,36081039400,0.2073940486925158,0.042035038,485,0.20726495726495728,0.42036836403033584,0
1667,123864,1667,129,21,321,111,6,0,1182,372,128,500,0,1573,36,081,039800,36081039800,0.077384523,-0.087974488,438,0.37055837563451777,0.256,0
2547,111563,2515,95,8,198,104,12,0,1549,142,377,519,0,2337,36,081,039901,36081039901,0.03777336,-0.127585651,314,0.2027114267269206,0.7263969171483622,0
1867,57784,1796,518,5,31,15,13,0,1208,36,399,435,29,1721,36,081,039902,36081039902,0.2884187082405345,0.12305969723996898,59,0.048841059602649006,0.9172413793103448,0.016850668
1691,96354,1691,81,46,275,70,15,11,1210,426,43,469,0,1674,36,081,040000,36081040000,0.047900650502661145,-0.11745836,371,0.3066115702479339,0.091684435,0
2852,58512,2852,331,114,156,94,0,11,2137,279,487,766,7,2827,36,081,040101,36081040101,0.11605890603085554,-0.049300105,261,0.12213383247543284,0.6357702349869452,0.002476123
4940,71283,4940,1088,0,306,28,14,0,3194,164,1037,1201,102,4598,36,081,040102,36081040102,0.2202429149797571,0.054883904,348,0.10895428929242329,0.8634471273938384,0.022183558
1750,131761,1750,150,33,215,133,32,4,1325,461,48,509,0,1710,36,081,040200,36081040200,0.085714286,-0.079644725,384,0.289811321,0.094302554,0
3151,34457,3070,480,0,103,44,21,28,2108,143,787,930,0,2923,36,081,040301,36081040301,0.1563517915309446,-0.009007219,196,0.092979127,0.8462365591397849,0
4149,75385,4149,640,104,165,9,0,0,2690,318,744,1062,58,3812,36,081,040302,36081040302,0.15425403711737767,-0.011104974,174,0.064684015,0.7005649717514124,0.015215110178384051
4529,85063,4492,426,245,501,229,32,11,3465,946,507,1453,15,4290,36,081,040400,36081040400,0.094835263,-0.070523748,773,0.22308802308802309,0.3489332415691672,0.003496503
564,95159,563,34,0,47,33,0,0,479,9,180,189,18,564,36,081,040501,36081040501,0.060390764,-0.104968247,80,0.16701461377870563,0.9523809523809523,0.031914893617021274
2306,88893,2252,189,23,78,24,0,0,1566,91,446,537,116,2238,36,081,040502,36081040502,0.0839254,-0.081433611,102,0.0651341,0.8305400372439479,0.051831993
3676,79558,3508,597,21,169,188,0,0,2218,32,835,867,0,3556,36,081,040701,36081040701,0.1701824401368301,0.004823429,357,0.16095581605049594,0.9630911188004614,0
4341,93182,4307,780,99,128,67,0,12,2930,254,742,996,0,3994,36,081,040702,36081040702,0.18110053401439516,0.015741523,207,0.070648464,0.7449799196787149,0
2119,98750,2101,178,19,37,11,0,0,1413,153,268,421,0,1971,36,081,040901,36081040901,0.084721561,-0.08063745,48,0.033970276,0.6365795724465558,0
3573,70104,3543,425,88,152,40,0,0,2177,142,728,870,13,3196,36,081,040902,36081040902,0.11995484053062376,-0.04540417,192,0.088194763,0.8367816091954023,0.004067584
3850,64568,3844,751,303,175,43,0,0,2588,520,643,1163,11,3696,36,081,041100,36081041100,0.19536940686784598,0.030010395867280465,218,0.08423493,0.5528804815133276,0.00297619
4600,71932,4487,1266,52,220,5,5,14,3093,211,818,1029,43,4176,36,081,041300,36081041300,0.28214842879429464,0.11678941779372912,244,0.078887811,0.7949465500485908,0.010296934865900383
5054,86495,5054,882,55,500,349,11,10,3254,807,684,1491,0,4680,36,081,041400,36081041400,0.1745152354570637,0.009156224,870,0.26736324523663185,0.45875251509054327,0
4292,65112,4141,762,71,213,57,25,0,3105,401,956,1357,0,4204,36,081,041500,36081041500,0.18401352330354986,0.018654512302984344,295,0.095008052,0.7044952100221076,0
2587,77445,2474,157,73,231,195,37,6,1952,670,205,875,2,2533,36,081,042400,36081042400,0.063459984,-0.101899027,469,0.24026639344262296,0.2342857142857143,0.000789578
500,-666666666,187,159,0,25,0,0,0,500,0,0,0,8,500,36,081,042600,36081042600,0.8502673796791443,0.6849083686785788,25,0.05,0.4961400415796791,0.016
4536,52007,4469,1031,44,481,73,0,0,3184,333,1185,1518,16,4215,36,081,042700,36081042700,0.2307003803982994,0.065341369,554,0.17399497487437185,0.7806324110671937,0.003795967
1273,88355,1268,102,10,141,49,43,0,792,300,83,383,0,1254,36,081,043200,36081043200,0.08044164,-0.084917371,233,0.29419191919191917,0.21671018276762402,0
1823,98274,1823,149,120,231,66,0,2,1139,511,50,561,0,1722,36,081,043400,36081043400,0.081733406,-0.083625605,299,0.26251097453906935,0.08912656,0
3418,74205,3018,488,79,314,128,17,0,2446,231,620,851,0,3200,36,081,043701,36081043701,0.16169648774022533,-0.003662523,459,0.18765331152902698,0.7285546415981199,0
8025,61649,7811,817,450,1067,292,0,0,5268,1108,1067,2175,13,7443,36,081,043702,36081043702,0.10459608244782999,-0.060762929,1359,0.2579726651480638,0.49057471264367813,0.001746608
3209,69919,3189,667,175,30,18,0,0,2131,311,701,1012,16,2912,36,081,043900,36081043900,0.20915647538413296,0.043797464383567436,48,0.022524636,0.6926877470355731,0.005494505
3986,56518,3985,406,19,308,97,0,15,2479,403,690,1093,0,3623,36,081,044000,36081044000,0.10188205771643664,-0.063476953,420,0.16942315449778136,0.6312900274473925,0
3765,26172,3723,916,0,182,25,39,0,2612,95,1294,1389,0,3523,36,081,044301,36081044301,0.24603814128391083,0.08067913,246,0.094180704,0.931605472,0
4799,60654,4799,657,173,374,82,33,5,3514,478,910,1388,0,4639,36,081,044302,36081044302,0.13690352156699312,-0.028455489,494,0.14058053500284576,0.6556195965417867,0
3962,42521,3941,990,125,431,69,17,0,2750,299,826,1125,12,3700,36,081,044400,36081044400,0.25120527784826185,0.085846267,517,0.188,0.7342222222222222,0.003243243
3796,52653,3774,673,59,286,288,40,10,2613,189,1005,1194,0,3650,36,081,044601,36081044601,0.17832538420773714,0.012966373207171616,624,0.23880597014925373,0.8417085427135679,0
5210,44700,5007,1525,45,632,203,49,0,3263,222,1328,1550,62,4811,36,081,044602,36081044602,0.30457359696425007,0.13921458596368455,884,0.27091633466135456,0.8567741935483871,0.012887133652047392
2889,65227,2871,492,13,356,166,20,0,1961,290,616,906,0,2630,36,081,044800,36081044800,0.17136886102403343,0.00600985,542,0.2763895971443141,0.6799116997792495,0
2004,137109,2004,140,35,380,97,8,0,1194,350,411,761,0,1929,36,081,045000,36081045000,0.069860279,-0.095498732,485,0.40619765494137355,0.5400788436268068,0
1332,71550,1000,96,11,243,112,5,12,1028,168,63,231,0,1259,36,081,045200,36081045200,0.096,-0.069359011,372,0.36186770428015563,0.2727272727272727,0
4793,65610,4793,904,306,1129,395,30,54,3586,691,1005,1696,0,4524,36,081,045400,36081045400,0.1886083872313791,0.023249376,1608,0.4484104852203012,0.5925707547169812,0
13869,75033,13627,2884,0,2188,181,157,0,9666,0,4482,4482,14,12610,36,081,045500,36081045500,0.2116386585455346,0.046279648,2526,0.26132836747361887,1,0.00111023
1244,75500,1244,114,22,273,85,20,16,906,368,40,408,0,1189,36,081,045600,36081045600,0.091639871,-0.07371914,394,0.434878587,0.098039216,0
3735,78500,3669,307,206,548,265,48,78,2592,452,750,1202,0,3485,36,081,045700,36081045700,0.083674026,-0.081684985,939,0.36226851851851855,0.6239600665557404,0
2516,80380,2516,121,0,416,181,137,44,1591,352,371,723,0,2271,36,081,045800,36081045800,0.04809221,-0.117266801,778,0.48900062853551224,0.5131396957123098,0
4025,78104,3987,295,126,699,132,0,0,2692,385,634,1019,0,3888,36,081,045900,36081045900,0.073990469,-0.091368542,831,0.3086924219910847,0.6221786064769381,0
6259,67267,6142,756,134,693,323,102,0,4022,432,1496,1928,36,5707,36,081,046000,36081046000,0.1230869423640508,-0.042272069,1118,0.2779711586275485,0.7759336099585062,0.006308043
2482,69750,2447,271,50,264,21,7,0,1676,157,544,701,8,2375,36,081,046100,36081046100,0.11074785451573355,-0.054611156,292,0.17422434367541767,0.776034237,0.003368421
6079,56062,5826,461,257,1172,188,1,25,4647,554,1444,1998,34,5793,36,081,046200,36081046200,0.079128047,-0.086230964,1386,0.29825693996126534,0.7227227227227228,0.005869152
4097,70451,4079,399,105,173,40,26,49,2489,236,822,1058,0,3889,36,081,046300,36081046300,0.097818093,-0.067540918,288,0.11570912012856568,0.776937618,0
2176,109076,1871,170,31,264,173,42,71,1193,317,262,579,0,2079,36,081,046400,36081046400,0.090860502,-0.074498509,550,0.46102263202011734,0.4525043177892919,0
4575,76833,4551,516,40,298,35,14,0,2822,245,811,1056,30,4204,36,081,046500,36081046500,0.1133816743572841,-0.051977337,347,0.12296243798724309,0.7679924242424242,0.007136061
4806,71538,4806,769,57,660,344,21,33,3243,394,1004,1398,0,4465,36,081,046600,36081046600,0.16000832292967124,-0.005350688,1058,0.3262411347517731,0.7181688125894135,0
7177,65564,7083,520,14,680,66,87,38,4650,105,2023,2128,17,6829,36,081,046700,36081046700,0.07341522,-0.091943791,871,0.18731182795698925,0.9506578947368421,0.002489384
3726,81280,3726,568,170,415,297,0,0,2614,646,377,1023,0,3421,36,081,046800,36081046800,0.1524422973698336,-0.012916714,712,0.2723794950267789,0.36852394916911047,0
5055,67381,5055,544,168,587,181,116,0,3249,322,1076,1398,0,4805,36,081,046901,36081046901,0.1076162215628091,-0.057742789,884,0.2720837180670976,0.7696709585121603,0
3765,78646,3765,562,172,342,183,31,14,2541,221,918,1139,0,3606,36,081,046902,36081046902,0.14926958831341303,-0.016089423,570,0.2243211334120425,0.8059701492537313,0
3473,65833,3470,704,66,440,261,0,7,2494,554,442,996,8,3247,36,081,047000,36081047000,0.20288184438040346,0.037522833379837944,708,0.2838813151563753,0.44377510040160645,0.002463813
4691,55068,4664,469,117,974,140,19,0,3331,268,1234,1502,12,4418,36,081,047100,36081047100,0.10055746140651801,-0.06480155,1133,0.34013809666766737,0.8215712383488681,0.002716161
4036,116101,3739,173,55,911,332,216,105,3079,735,628,1363,0,3743,36,081,047200,36081047200,0.046269055897298746,-0.119089955,1564,0.5079571289379669,0.4607483492296405,0
4407,65538,4380,249,342,959,507,95,42,3269,693,975,1668,0,4011,36,081,047300,36081047300,0.056849315,-0.108509696,1603,0.49036402569593146,0.5845323741007195,0
5262,79631,5262,546,195,1077,281,63,45,3908,474,1246,1720,0,5001,36,081,047500,36081047500,0.10376282782212087,-0.061596183,1466,0.3751279426816786,0.7244186046511628,0
1436,109846,1436,81,17,436,125,139,20,1105,461,80,541,0,1380,36,081,047600,36081047600,0.056406685236768804,-0.108952326,720,0.6515837104072398,0.1478743068391867,0
3455,39962,3452,747,452,736,439,440,0,2966,1497,385,1882,0,3363,36,081,047801,36081047801,0.216396292,0.051037281004069485,1615,0.5445043830074174,0.20456960680127523,0
1385,91483,1385,92,0,202,6,89,21,1030,200,203,403,0,1324,36,081,047802,36081047802,0.066425993,-0.098933018,318,0.3087378640776699,0.5037220843672456,0
5903,79796,5890,633,99,1298,174,17,32,4529,494,1356,1850,0,5536,36,081,047900,36081047900,0.10747028862478777,-0.057888722,1521,0.33583572532567896,0.7329729729729729,0
2375,92984,2351,164,17,322,83,32,4,1821,513,183,696,54,2302,36,081,048000,36081048000,0.06975755,-0.095601461,441,0.24217462932454695,0.2629310344827586,0.023457862728062554
7021,69063,6662,822,225,628,161,43,13,5187,458,1377,1835,0,6559,36,081,048100,36081048100,0.12338637045932152,-0.041972641,845,0.16290726817042606,0.750408719,0
1344,70766,1281,138,15,212,83,8,4,1084,198,215,413,2,1262,36,081,048200,36081048200,0.10772833723653395,-0.057630674,307,0.283210332,0.5205811138014528,0.001584786
2178,69556,2178,334,87,368,141,27,40,1631,302,429,731,0,2119,36,081,048301,36081048301,0.15335169880624427,-0.012007312,576,0.35315757204169224,0.5868673050615595,0
2424,86250,2424,228,47,334,127,0,18,1698,163,479,642,0,2244,36,081,048302,36081048302,0.094059406,-0.071299605,479,0.28209658421672557,0.7461059190031153,0
4997,77014,4945,326,60,942,136,0,0,3450,792,517,1309,12,4837,36,081,048400,36081048400,0.065925177,-0.099433834,1078,0.312463768,0.3949579831932773,0.002480877
4631,73362,4631,544,305,1204,218,8,39,3468,764,848,1612,17,4435,36,081,048500,36081048500,0.11746922910818398,-0.047889782,1469,0.4235870818915802,0.5260545905707196,0.003833145
1633,56600,1633,288,201,110,56,13,0,1146,266,256,522,6,1589,36,081,048900,36081048900,0.17636252296387017,0.011003511963304652,179,0.156195462,0.4904214559386973,0.00377596
3175,66992,3172,274,42,362,98,36,24,2191,80,1225,1305,18,2935,36,081,049201,36081049201,0.086380832,-0.078978179,520,0.23733455043359197,0.9386973180076629,0.006132879
2540,104076,2540,334,29,353,136,73,0,1593,486,118,604,0,2161,36,081,049202,36081049202,0.131496063,-0.033862948,562,0.35279347143753925,0.19536423841059603,0
2357,71950,2357,458,46,251,70,0,6,1640,441,316,757,12,2251,36,081,049301,36081049301,0.19431480695799747,0.028955795957431946,327,0.19939024390243903,0.41743725231175693,0.005330964
3171,63125,2847,543,51,340,114,5,0,2071,411,527,938,16,2913,36,081,049302,36081049302,0.19072708113804004,0.025368070137474524,459,0.22163206180589087,0.5618336886993603,0.005492619
1592,95375,1592,132,18,151,166,0,8,1144,197,326,523,0,1396,36,081,049500,36081049500,0.082914573,-0.082444438,325,0.2840909090909091,0.6233269598470363,0
3042,100809,3042,275,62,498,155,91,0,2430,803,113,916,0,2958,36,081,049600,36081049600,0.090401052,-0.074957959,744,0.30617283950617286,0.12336244541484716,0
3123,63250,3123,180,107,349,63,27,0,2085,489,462,951,0,2901,36,081,049700,36081049700,0.057636888,-0.107722123,439,0.2105515587529976,0.48580441640378547,0
5440,80290,5440,441,212,895,352,51,1,3980,650,949,1599,0,5244,36,081,049900,36081049900,0.081066176,-0.084292835,1299,0.3263819095477387,0.5934959349593496,0
4840,80513,4567,240,0,696,183,16,0,3479,129,1468,1597,0,4519,36,081,050000,36081050000,0.052550909,-0.112808102,895,0.25725783271054903,0.9192235441452724,0
1471,84233,1471,142,23,140,45,0,0,1121,353,116,469,0,1427,36,081,050201,36081050201,0.096532971,-0.06882604,185,0.16503122212310437,0.24733475479744135,0
1363,78750,1363,185,31,139,83,10,0,901,326,90,416,0,1322,36,081,050202,36081050202,0.13573000733675716,-0.029629004,232,0.25749167591564925,0.21634615384615385,0
1852,108598,1848,206,2,237,120,18,18,1322,365,186,551,0,1786,36,081,050400,36081050400,0.11147186147186147,-0.05388715,393,0.2972768532526475,0.33756805807622503,0
1925,97750,1925,120,11,431,69,12,0,1304,322,269,591,0,1815,36,081,050500,36081050500,0.062337662,-0.103021349,512,0.39263803680981596,0.45516074450084604,0
1451,138000,1451,140,46,154,170,0,12,1142,360,68,428,0,1420,36,081,050600,36081050600,0.096485183,-0.068873828,336,0.29422066549912435,0.1588785046728972,0
3458,82703,3458,288,79,766,236,101,109,2733,630,645,1275,0,3358,36,081,050700,36081050700,0.083285136,-0.082073875,1212,0.4434687156970362,0.5058823529411764,0
1756,73333,1751,217,31,270,35,6,0,1264,392,268,660,0,1647,36,081,050800,36081050800,0.12392918332381496,-0.041429828,311,0.24604430379746836,0.40606060606060607,0
1952,107601,1952,306,85,121,122,25,0,1208,362,91,453,0,1861,36,081,051000,36081051000,0.1567622950819672,-0.008596716,268,0.22185430463576158,0.20088300220750552,0
2738,118375,2738,220,38,294,133,28,4,1764,503,302,805,0,2627,36,081,051100,36081051100,0.080350621,-0.08500839,459,0.2602040816326531,0.37515527950310557,0
2786,115000,2734,210,83,350,149,0,14,1973,567,109,676,0,2659,36,081,051200,36081051200,0.076810534,-0.088548477,513,0.26001013684744045,0.16124260355029585,0
2768,106949,2768,404,50,319,129,29,0,1982,438,387,825,0,2567,36,081,051300,36081051300,0.14595375722543352,-0.019405254,477,0.24066599394550958,0.4690909090909091,0
3448,100864,3448,99,131,354,302,22,13,2270,778,363,1141,0,3258,36,081,051500,36081051500,0.028712297,-0.136646714,691,0.30440528634361236,0.31814198071866784,0
2209,111750,2203,180,21,234,135,0,8,1479,417,180,597,0,2120,36,081,051600,36081051600,0.081706764,-0.083652247,377,0.2549019607843137,0.3015075376884422,0
1928,118587,1928,130,98,285,143,4,20,1495,421,339,760,26,1862,36,081,051700,36081051700,0.067427386,-0.097931625,452,0.30234113712374583,0.44605263157894737,0.013963480128893663
2250,103456,2250,184,36,221,49,0,9,1613,528,87,615,0,2205,36,081,051800,36081051800,0.081777778,-0.083581233,279,0.17296962182269063,0.14146341463414633,0
1448,82426,1440,110,66,234,86,0,17,1077,332,140,472,0,1402,36,081,052000,36081052000,0.076388889,-0.088970122,337,0.3129062209842154,0.2966101694915254,0
1969,106150,1969,159,78,308,209,31,0,1387,407,282,689,0,1855,36,081,052100,36081052100,0.080751651,-0.08460736,548,0.39509733237202593,0.409288824,0
1810,72063,1810,302,44,203,39,11,1,1365,430,67,497,0,1778,36,081,052200,36081052200,0.16685082872928178,0.001491818,254,0.18608058608058609,0.13480885311871227,0
2155,107135,2142,254,74,311,84,18,0,1429,472,116,588,0,2034,36,081,052400,36081052400,0.11858076563958916,-0.046778245,413,0.28901329601119663,0.19727891156462585,0
2575,76827,2575,229,42,228,103,34,0,1855,470,341,811,13,2430,36,081,052500,36081052500,0.088932039,-0.076426972,365,0.1967654986522911,0.4204685573366215,0.005349794
2449,89051,2432,94,100,171,194,19,0,1840,539,222,761,14,2304,36,081,052600,36081052600,0.038651315789473686,-0.126707695,384,0.20869565217391303,0.29172141918528255,0.006076389
1513,84113,1513,108,14,225,94,22,9,1180,343,171,514,0,1375,36,081,052800,36081052800,0.071381362,-0.093977649,350,0.2966101694915254,0.3326848249027237,0
2756,125938,2756,142,38,280,104,20,10,1918,553,95,648,0,2587,36,081,053000,36081053000,0.051523948,-0.113835063,414,0.21584984358706985,0.14660493827160495,0
3202,62143,3202,247,97,547,56,0,0,2436,649,687,1336,60,3200,36,081,053100,36081053100,0.077139288,-0.088219723,603,0.24753694581280788,0.5142215568862275,0.01875
2358,88802,2321,175,32,218,111,13,16,1535,486,127,613,0,2151,36,081,053200,36081053200,0.075398535,-0.089960476,358,0.23322475570032572,0.20717781402936378,0
2087,127000,2087,41,12,97,121,4,0,1532,445,125,570,0,2030,36,081,053401,36081053401,0.019645424,-0.145713587,222,0.14490861618798956,0.21929824561403508,0
