total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
3839,48161,3794,979,35,742,301,68,60,2871,178,1473,1651,18,3730,36,061,020600,36061020600,0.2580390089615182,0.092679998,1171,0.40787182166492514,0.8921865536038764,0.004825737
2858,69800,2224,587,57,643,514,67,350,1927,95,1011,1106,9,2751,36,061,020701,36061020701,0.26393884892086333,0.098579838,1574,0.8168137000518941,0.9141048824593129,0.003271538
5713,92132,5709,1024,184,1318,772,288,93,4210,428,1823,2251,18,5498,36,061,020800,36061020800,0.17936591346995973,0.014006902469394206,2471,0.586935867,0.8098622834295869,0.003273918
3388,22743,3388,1262,35,225,97,9,0,2341,35,1358,1393,56,3032,36,061,020901,36061020901,0.3724911452184179,0.2071321342178524,331,0.14139256727894062,0.9748743718592965,0.018469656992084433
7038,40164,7038,2596,227,1194,554,11,0,4929,409,3105,3514,0,6596,36,061,021000,36061021000,0.3688547882921284,0.2034957772915629,1759,0.3568675187664841,0.8836084234490609,0
10110,75954,9428,2159,699,2429,1919,231,512,7392,1061,3227,4288,47,9836,36,061,021100,36061021100,0.22899872719558761,0.063639716,5091,0.6887175324675324,0.7525652985074627,0.004778365
4270,77230,4062,725,10,913,624,227,66,3503,84,2343,2427,8,3977,36,061,021200,36061021200,0.17848350566223536,0.013124494661669844,1830,0.5224093634027976,0.96538937,0.002011567
6539,59413,6521,1356,122,977,344,138,164,4566,122,2313,2435,2,6009,36,061,021303,36061021303,0.20794356693758625,0.042584555937020735,1623,0.3554533508541393,0.9498973305954825,0.000332834
3037,67083,3026,507,0,644,664,123,19,2683,0,2109,2109,0,2941,36,061,021400,36061021400,0.16754791804362193,0.002188907,1450,0.540439806,1,0
4193,67206,4193,766,29,645,404,64,135,3145,65,1731,1796,0,3951,36,061,021500,36061021500,0.18268542809444313,0.017326417,1248,0.39682034976152625,0.9638084632516704,0
9294,59784,9277,1887,291,1693,1187,259,171,6572,378,2804,3182,0,8740,36,061,021600,36061021600,0.20340627357982105,0.038047263,3310,0.5036518563603165,0.8812067881835324,0
85,-666666666,0,0,0,8,0,0,0,8,0,0,0,0,85,36,061,021703,36061021703,0.11908348400386773,,8,1,0.7848367848367849,0
5756,42500,5755,969,560,1559,401,104,144,4313,743,2221,2964,0,5697,36,061,021800,36061021800,0.168375326,0.003016315,2208,0.5119406445629492,0.7493252361673415,0
6147,22207,6033,2619,40,538,157,0,20,3727,40,2154,2194,18,5761,36,061,021900,36061021900,0.4341123818995525,0.268753371,715,0.1918433056077274,0.9817684594348223,0.003124458
6369,89756,6342,993,171,1574,1124,72,184,5114,463,2418,2881,0,6008,36,061,022000,36061022000,0.15657521286660359,-0.008783798,2954,0.5776300351974971,0.8392919125303714,0
2645,92375,2645,236,241,668,592,128,117,2204,466,793,1259,0,2473,36,061,022102,36061022102,0.089224953,-0.076134058,1505,0.6828493647912885,0.6298649722001588,0
3350,56705,3344,1015,212,827,465,146,75,2506,325,1176,1501,0,3093,36,061,022200,36061022200,0.3035287081339713,0.1381696971334058,1513,0.6037509976057462,0.7834776815456362,0
7680,53900,7655,1252,118,1415,572,78,73,5743,221,2437,2658,30,7462,36,061,022301,36061022301,0.1635532331809275,-0.001805778,2138,0.37227929653491204,0.9168547780285929,0.00402037
3036,34167,3036,923,38,455,186,56,62,2383,51,1389,1440,0,2936,36,061,022302,36061022302,0.30401844532279315,0.13865943432222763,759,0.3185060847671003,0.9645833333333333,0
7517,30667,7439,2253,22,659,172,35,36,4521,114,2674,2788,38,6863,36,061,022400,36061022400,0.3028632880763544,0.13750427707578886,902,0.19951338199513383,0.9591104734576757,0.005536937
10647,62782,10619,2162,542,1818,874,218,247,8589,766,3064,3830,70,10299,36,061,022500,36061022500,0.20359732554854507,0.038238314547979546,3157,0.36756316218418905,0.8,0.006796776
5400,58596,5383,1346,131,889,549,161,33,3700,458,1638,2096,73,4987,36,061,022600,36061022600,0.25004644250417984,0.084687432,1632,0.4410810810810811,0.7814885496183206,0.014638058953278524
5156,61570,5126,1394,283,1195,811,96,74,4219,428,1752,2180,0,5098,36,061,022700,36061022700,0.2719469371829887,0.10658792618242316,2176,0.5157620289168049,0.8036697247706422,0
6542,85050,6527,1123,241,884,886,196,164,5015,812,1961,2773,5,6310,36,061,022800,36061022800,0.17205454266891373,0.006695532,2130,0.4247258225324028,0.7071763433104941,0.000792393
9177,58924,9177,2478,180,1596,693,189,72,7387,287,2777,3064,31,8877,36,061,022900,36061022900,0.2700228832951945,0.104663872,2550,0.34520102883443887,0.9063315926892951,0.003492171
8803,34890,8759,2651,214,1405,674,64,0,6359,302,3636,3938,44,8350,36,061,023000,36061023000,0.3026601210183811,0.13730111001781556,2143,0.337002673,0.9233113255459624,0.005269461
6787,64594,6777,1400,373,1366,488,123,48,5488,416,2178,2594,0,6494,36,061,023100,36061023100,0.20658108307510697,0.041222072074541455,2025,0.3689868804664723,0.8396299151888974,0
9581,35438,9563,4261,69,876,245,25,98,6536,69,3347,3416,67,8755,36,061,023200,36061023200,0.4455714733870124,0.2802124623864469,1244,0.19033047735618114,0.9798009367681498,0.00765277
7371,86769,7362,1202,218,1791,652,65,181,5455,341,2222,2563,38,6974,36,061,023300,36061023300,0.16327085031241512,-0.002088161,2689,0.49294225481209897,0.8669527896995708,0.00544881
4822,71250,4822,1377,92,823,708,17,34,3739,185,2182,2367,44,4474,36,061,023400,36061023400,0.2855661551223559,0.12020714412179037,1582,0.42310778282963357,0.9218419940853401,0.0098346
7478,77222,7478,1033,273,1252,1294,75,90,5646,362,2300,2662,0,7118,36,061,023501,36061023501,0.13813853971650175,-0.027220471,2711,0.4801629472192703,0.8640120210368144,0
1697,42267,1697,496,35,252,60,18,0,1169,52,760,812,0,1626,36,061,023502,36061023502,0.2922804949911609,0.12692148399059536,330,0.2822925577416595,0.9359605911330049,0
9640,41941,9638,1412,278,1207,553,116,0,6527,880,3022,3902,110,9009,36,061,023600,36061023600,0.14650342394687693,-0.018855587,1876,0.2874214800061284,0.7744746283956945,0.012210012
6738,47333,6636,2407,192,1063,546,65,24,4826,192,2380,2572,72,6351,36,061,023700,36061023700,0.3627185051235684,0.19735949412300288,1698,0.3518441773725653,0.9253499222395023,0.011336797354747285
5340,103068,4513,404,11,939,1187,165,123,4149,54,1943,1997,11,4899,36,061,023802,36061023802,0.089519167,-0.075839844,2414,0.581826946,0.9729594391587381,0.002245356
3368,77070,3368,345,458,661,585,208,408,2705,762,837,1599,0,3241,36,061,023803,36061023803,0.10243467933491686,-0.062924332,1862,0.6883548983364141,0.5234521575984991,0
3138,180677,3109,358,99,576,430,369,617,2218,229,1214,1443,18,2767,36,061,023804,36061023804,0.1151495657767771,-0.050209445,1992,0.8981064021641119,0.8413028413028413,0.00650524
3127,45036,3127,399,86,625,170,0,14,2197,113,1089,1202,41,2934,36,061,023900,36061023900,0.12759833706427887,-0.037760674,809,0.3682294037323623,0.9059900166389351,0.013974096796182686
2316,-666666666,2038,1534,0,122,32,0,0,2116,0,0,0,69,2316,36,061,024000,36061024000,0.7526987242394504,0.5873397132388849,154,0.072778828,0.7848367848367849,0.029792746113989636
8197,59054,8133,1373,517,1654,770,154,36,6321,845,2569,3414,0,7831,36,061,024100,36061024100,0.16881839419648345,0.003459383,2614,0.4135421610504667,0.7524897480960749,0
5535,31691,5535,1580,22,257,162,87,48,3075,22,1825,1847,15,5054,36,061,024200,36061024200,0.28545618789521227,0.12009717689464675,554,0.18016260162601627,0.9880887926367081,0.002967946
4965,72576,4837,690,63,740,437,100,14,3761,110,1466,1576,0,4864,36,061,024301,36061024301,0.14265040314244368,-0.022708608,1291,0.34325977133741026,0.9302030456852792,0
7570,26301,7570,3020,12,319,176,0,0,5258,12,2743,2755,58,6964,36,061,024302,36061024302,0.3989431968295905,0.233584186,495,0.094142259,0.9956442831215971,0.008328547
15353,51190,15249,4143,119,2846,575,510,150,11505,152,5275,5427,37,14750,36,061,024500,36061024500,0.27168994688176273,0.10633093588119721,4081,0.3547153411560191,0.9719918923899024,0.002508475
6768,42446,6768,1065,301,1254,703,88,179,5617,543,2242,2785,0,6701,36,061,024700,36061024700,0.1573581560283688,-0.008000855,2224,0.3959408937155065,0.8050269299820467,0
1057,87917,1045,42,51,277,85,13,34,929,57,388,445,0,1020,36,061,024900,36061024900,0.040191388,-0.125167623,409,0.4402583423035522,0.8719101123595505,0
2795,35647,2697,819,0,372,82,17,30,1944,10,871,881,9,2612,36,061,025100,36061025100,0.303670745,0.1383117342719595,501,0.25771604938271603,0.9886492622020431,0.003445636
11434,67045,11233,2067,73,1577,640,334,210,8656,137,4163,4300,82,11088,36,061,025300,36061025300,0.18401139499688418,0.018652384,2761,0.31896950092421444,0.968139535,0.007395382
5900,64761,5164,993,154,787,824,127,316,4705,154,1859,2013,76,5667,36,061,025500,36061025500,0.19229279628195198,0.026933785281386458,2054,0.4365568544102019,0.9234972677595629,0.013410975824951474
4870,85952,4870,777,233,1027,895,153,140,3526,415,1665,2080,18,4588,36,061,025700,36061025700,0.1595482546201232,-0.005810756,2215,0.6281905842314237,0.8004807692307693,0.003923278
4678,76047,4657,657,335,700,711,165,89,3377,680,1124,1804,9,4425,36,061,025900,36061025900,0.14107794717629374,-0.024281064,1665,0.49304116079360377,0.623059867,0.002033898
12794,49248,12760,3611,66,1203,400,99,98,9134,138,3859,3997,0,12143,36,061,026100,36061026100,0.2829937304075235,0.117634719,1800,0.19706590759798556,0.9654741055791843,0
8903,56754,8903,2367,14,1358,565,72,83,6076,53,2947,3000,46,8336,36,061,026300,36061026300,0.26586543861619677,0.10050642761563125,2078,0.34200131665569455,0.9823333333333333,0.005518234
8296,98086,8245,610,502,1555,964,177,111,6384,613,2236,2849,0,7691,36,061,026500,36061026500,0.073984233,-0.091374778,2807,0.43969298245614036,0.7848367848367849,0
2034,61667,1545,247,0,183,125,25,61,1024,0,556,556,24,1912,36,061,026700,36061026700,0.15987055016181229,-0.005488461,394,0.384765625,1,0.012552301255230125
8989,65743,8834,916,44,984,596,26,0,6977,219,2392,2611,165,8531,36,061,026900,36061026900,0.10369028752546977,-0.061668723,1606,0.23018489322058192,0.91612409,0.019341226116516234
8364,81890,8313,1304,169,1593,806,63,84,6836,386,2769,3155,11,7730,36,061,027100,36061027100,0.1568627450980392,-0.008496266,2546,0.3724400234055003,0.8776545166402535,0.001423027
7877,118346,7877,313,505,2249,1452,389,267,5704,993,2328,3321,0,7649,36,061,027300,36061027300,0.03973594,-0.125623071,4357,0.7638499298737728,0.7009936766034327,0
3132,165000,3110,200,792,685,981,289,221,2594,1177,543,1720,0,2970,36,061,027500,36061027500,0.064308682,-0.101050329,2176,0.8388589051657671,0.31569767441860463,0
6944,37681,6224,1675,0,699,211,108,46,5074,0,2133,2133,93,6756,36,061,027700,36061027700,0.26911953727506427,0.10376052627449875,1064,0.20969649191959006,1,0.013765541740674956
10796,57671,10796,1737,409,1575,1121,187,127,7635,473,3915,4388,60,10273,36,061,027900,36061027900,0.16089292330492774,-0.004466088,3010,0.3942370661427636,0.8922060164083865,0.005840553
3278,112969,3100,66,251,1016,791,235,106,2542,453,1067,1520,0,3098,36,061,028100,36061028100,0.021290323,-0.144068688,2148,0.8450039339103068,0.7019736842105263,0
8275,67417,8200,1469,393,1540,802,33,152,6495,857,2489,3346,57,7876,36,061,028300,36061028300,0.17914634146341463,0.013787330462849107,2527,0.3890685142417244,0.7438732815301853,0.007237176
8403,47148,8355,1965,0,973,265,80,0,5893,0,2597,2597,0,8129,36,061,028500,36061028500,0.23518850987432674,0.069829499,1318,0.22365518411674867,1,0
4116,77648,4116,544,45,669,543,11,131,3356,60,1599,1659,10,3904,36,061,028700,36061028700,0.13216715257531583,-0.033191858,1354,0.4034564958283671,0.9638336347197106,0.002561475
11967,55231,11926,1967,102,1623,715,159,418,8693,221,3920,4141,112,11180,36,061,029100,36061029100,0.16493375817541506,-0.000425253,2915,0.33532727481881974,0.9466312484907027,0.010017889
9361,43866,9361,2299,0,596,576,48,29,6247,29,3106,3135,28,8591,36,061,029300,36061029300,0.24559342,0.080234409,1249,0.19993596926524732,0.990749601,0.003259225
7716,78209,7715,346,164,2037,771,217,235,6055,252,3042,3294,76,7243,36,061,029500,36061029500,0.044847699,-0.120511312,3260,0.5383980181668043,0.9234972677595629,0.010492889686593954
3806,29038,3806,990,8,506,84,24,0,2809,8,1516,1524,77,3582,36,061,029900,36061029900,0.26011560693641617,0.094756596,614,0.21858312566749732,0.994750656,0.021496370742601897
4110,85114,4110,491,79,814,546,132,43,3245,112,1660,1772,38,3912,36,061,030300,36061030300,0.1194647201946472,-0.045894291,1535,0.47303543913713403,0.9367945823927766,0.009713701
3923,113510,3906,191,440,1067,1027,148,225,3068,820,923,1743,0,3760,36,061,030700,36061030700,0.048899129544290834,-0.116459881,2467,0.8041069100391134,0.5295467584624212,0
11563,44498,11548,3462,92,1277,356,157,74,7017,222,3704,3926,157,10581,36,061,030900,36061030900,0.2997921718046415,0.134433161,1864,0.26564058714550376,0.9434538970962812,0.014837917021075512
6450,250001,6450,373,87,1403,1554,562,70,4480,240,2395,2635,0,6032,36,061,031703,36061031703,0.057829457364341086,-0.107529554,3589,0.8011160714285714,0.9089184060721063,0
10540,233346,10540,406,1036,3426,1696,1770,597,8510,1871,3099,4970,0,9903,36,061,031704,36061031704,0.038519924,-0.126839087,7489,0.8800235017626322,0.6235412474849095,0
5027,124885,5027,237,209,1577,1407,235,72,4000,748,1623,2371,0,4724,36,081,000101,36081000101,0.047145415,-0.118213596,3291,0.82275,0.6845212990299452,0
5966,213750,5966,149,95,1950,1108,456,154,4472,159,2433,2592,0,5131,36,081,000102,36081000102,0.024974857525980557,-0.140384153,3668,0.8202146690518783,0.9386574074074074,0
371,-666666666,336,205,0,0,0,0,0,303,0,24,24,0,348,36,081,000104,36081000104,0.6101190476190477,0.4447600366184822,0,0,1,0
2553,72200,2546,368,68,472,95,23,0,1976,432,406,838,35,2515,36,081,000200,36081000200,0.14454045561665357,-0.020818555,590,0.298582996,0.48448687350835323,0.013916500994035786
4738,78454,4738,358,153,391,78,0,42,2980,593,549,1142,152,4182,36,081,000400,36081000400,0.075559308,-0.089799703,511,0.1714765100671141,0.4807355516637478,0.036346246
3890,75074,3890,651,52,431,129,71,0,2442,414,579,993,22,3614,36,081,000600,36081000600,0.1673521850899743,0.001993174,631,0.2583947583947584,0.5830815709969789,0.006087438
3229,145922,3167,112,281,1004,782,206,44,2494,589,802,1391,0,3002,36,081,000701,36081000701,0.035364698,-0.129994313,2036,0.8163592622293504,0.5765636232925953,0
3594,125114,3581,190,118,849,708,56,119,2748,314,1310,1624,0,3127,36,081,000702,36081000702,0.053057805,-0.112301206,1732,0.6302765647743813,0.8066502463054187,0
3296,103671,3296,261,167,531,40,83,6,2226,670,277,947,92,3088,36,081,000800,36081000800,0.079186893,-0.086172118,660,0.29649595687331537,0.2925026399155227,0.029792746113989636
4799,88250,4799,560,126,726,198,34,0,3171,496,581,1077,67,4495,36,081,001000,36081001000,0.11669097728693478,-0.048668034,958,0.3021128981393882,0.5394614670380687,0.014905450500556174
3821,74870,3821,136,59,585,90,39,31,2855,405,830,1235,0,3642,36,081,001200,36081001200,0.035592777,-0.129766234,745,0.2609457092819615,0.6720647773279352,0
3929,81034,3912,269,93,374,375,33,0,2840,455,737,1192,47,3692,36,081,001400,36081001400,0.068762781,-0.09659623,782,0.27535211267605636,0.6182885906040269,0.012730227518959913
2455,76250,2455,198,150,204,171,6,0,2061,466,302,768,0,2376,36,081,001600,36081001600,0.080651731,-0.08470728,381,0.1848617176128093,0.3932291666666667,0
2933,100000,2933,429,50,379,114,0,15,2174,441,435,876,21,2766,36,081,001800,36081001800,0.14626662120695533,-0.01909239,508,0.23367065317387303,0.4965753424657534,0.007592191
1215,170078,1215,0,28,451,182,122,59,972,143,522,665,0,1122,36,081,001901,36081001901,0,-0.165359011,814,0.8374485596707819,0.7849624060150376,0
5059,157877,5059,537,121,2158,1080,411,105,4116,592,2276,2868,0,4877,36,081,001902,36081001902,0.10614745997232655,-0.059211551,3754,0.9120505344995141,0.793584379,0
1362,154432,1362,115,61,316,341,170,23,1033,73,554,627,0,1289,36,081,001903,36081001903,0.084434655,-0.080924356,850,0.8228460793804453,0.8835725677830941,0
1603,87833,1603,198,39,212,35,10,21,1171,225,227,452,0,1541,36,081,002000,36081002000,0.12351840299438553,-0.041840608,278,0.23740392826643894,0.5022123893805309,0
2519,78018,2519,375,25,329,53,83,17,1675,251,438,689,1,2405,36,081,002200,36081002200,0.14886859865025803,-0.016490412,482,0.28776119402985073,0.6357039187227866,0.0004158
2352,61042,2352,458,92,155,114,46,0,1536,327,346,673,9,2120,36,081,002400,36081002400,0.19472789115646258,0.02936888,315,0.205078125,0.5141158989598811,0.004245283
5063,21667,5063,1635,23,235,101,44,27,3749,23,2863,2886,32,4826,36,081,002500,36081002500,0.3229310685364408,0.1575720575358753,407,0.10856228327554014,0.992030492,0.00663075
1956,123281,1956,257,58,481,120,26,6,1448,457,217,674,42,1872,36,081,002600,36081002600,0.13139059304703476,-0.033968418,633,0.43715469613259667,0.3219584569732938,0.022435897435897436
3493,87899,3476,249,66,562,145,0,36,2606,472,669,1141,25,3318,36,081,002800,36081002800,0.071634062,-0.093724949,743,0.285111282,0.5863277826468011,0.007534659
1567,84750,1543,135,7,277,50,5,6,1012,289,133,422,2,1537,36,081,003000,36081003000,0.087491899,-0.077867112,338,0.3339920948616601,0.31516587677725116,0.001301236
1397,95556,1397,317,40,453,118,25,20,1169,99,565,664,15,1355,36,081,003100,36081003100,0.22691481746599856,0.061555806465433044,616,0.5269461077844312,0.8509036144578314,0.011070111
1886,113462,1879,379,29,255,66,0,0,1310,308,232,540,0,1754,36,081,003200,36081003200,0.2017030335284726,0.036344023,321,0.2450381679389313,0.42962962962962964,0
2958,154420,2958,178,38,1118,765,233,90,2484,157,1398,1555,0,2841,36,081,003301,36081003301,0.060175794,-0.105183217,2206,0.8880837359098228,0.8990353697749196,0
936,53417,936,253,38,122,94,50,24,664,118,305,423,0,904,36,081,003302,36081003302,0.2702991452991453,0.10494013429857976,290,0.4367469879518072,0.7210401891252955,0
2559,79728,2548,408,55,341,105,21,1,1781,430,288,718,0,2442,36,081,003400,36081003400,0.16012558869701726,-0.005233422,468,0.26277372262773724,0.4011142061281337,0
4004,86582,3982,328,74,377,175,33,6,2509,457,679,1136,58,3754,36,081,003600,36081003600,0.082370668,-0.082988343,591,0.2355520127540853,0.5977112676056338,0.015450186467767715
2514,85859,2512,293,13,279,141,36,15,1497,242,441,683,0,2312,36,081,003800,36081003800,0.11664012738853503,-0.048718884,471,0.31462925851703405,0.6456808199121523,0
1436,53468,1436,326,6,176,123,54,6,1097,65,466,531,19,1399,36,081,003900,36081003900,0.22701949860724233,0.061660487606676806,359,0.3272561531449407,0.8775894538606404,0.013581129378127233
2241,82176,2241,336,18,176,56,16,0,1519,278,365,643,20,2180,36,081,004001,36081004001,0.1499330655957162,-0.015425945,248,0.16326530612244897,0.567651633,0.009174312
1648,46552,1648,361,19,155,264,0,0,1213,311,217,528,0,1552,36,081,004002,36081004002,0.21905339805825244,0.053694387,419,0.3454245671887881,0.4109848484848485,0
